defined_class	defined_class_label	v0	v0_label
http://purl.obolibrary.org/obo/GO_0045745	positive regulation of G protein-coupled receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0007186	G protein-coupled receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0014057	positive regulation of acetylcholine secretion, neurotransmission	http://purl.obolibrary.org/obo/GO_0014055	acetylcholine secretion, neurotransmission
http://purl.obolibrary.org/obo/GO_0051954	positive regulation of amine transport	http://purl.obolibrary.org/obo/GO_0015837	amine transport
http://purl.obolibrary.org/obo/GO_0051957	positive regulation of amino acid transport	http://purl.obolibrary.org/obo/GO_0006865	amino acid transport
http://purl.obolibrary.org/obo/GO_1903793	positive regulation of anion transport	http://purl.obolibrary.org/obo/GO_0006820	anion transport
http://purl.obolibrary.org/obo/GO_0048520	positive regulation of behavior	http://purl.obolibrary.org/obo/GO_0007610	behavior
http://purl.obolibrary.org/obo/GO_0048518	positive regulation of biological process	http://purl.obolibrary.org/obo/GO_0008150	biological_process
http://purl.obolibrary.org/obo/GO_0009896	positive regulation of catabolic process	http://purl.obolibrary.org/obo/GO_0009056	catabolic process
http://purl.obolibrary.org/obo/GO_0033605	positive regulation of catecholamine secretion	http://purl.obolibrary.org/obo/GO_0050432	catecholamine secretion
http://purl.obolibrary.org/obo/GO_0010647	positive regulation of cell communication	http://purl.obolibrary.org/obo/GO_0007154	cell communication
http://purl.obolibrary.org/obo/GO_0048522	positive regulation of cellular process	http://purl.obolibrary.org/obo/GO_0009987	cellular process
http://purl.obolibrary.org/obo/GO_2001040	positive regulation of cellular response to drug	http://purl.obolibrary.org/obo/GO_0035690	cellular response to drug
http://purl.obolibrary.org/obo/GO_0042753	positive regulation of circadian rhythm	http://purl.obolibrary.org/obo/GO_0007623	circadian rhythm
http://purl.obolibrary.org/obo/GO_0045938	positive regulation of circadian sleep/wake cycle, sleep	http://purl.obolibrary.org/obo/GO_0050802	circadian sleep/wake cycle, sleep
http://purl.obolibrary.org/obo/GO_1905789	positive regulation of detection of mechanical stimulus involved in sensory perception of touch	http://purl.obolibrary.org/obo/GO_0050976	detection of mechanical stimulus involved in sensory perception of touch
http://purl.obolibrary.org/obo/GO_0051094	positive regulation of developmental process	http://purl.obolibrary.org/obo/GO_0032502	developmental process
http://purl.obolibrary.org/obo/GO_0060456	positive regulation of digestive system process	http://purl.obolibrary.org/obo/GO_0022600	digestive system process
http://purl.obolibrary.org/obo/GO_0033603	positive regulation of dopamine secretion	http://purl.obolibrary.org/obo/GO_0014046	dopamine secretion
http://purl.obolibrary.org/obo/GO_0045805	positive regulation of eclosion	http://purl.obolibrary.org/obo/GO_0007562	eclosion
http://purl.obolibrary.org/obo/GO_2000253	positive regulation of feeding behavior	http://purl.obolibrary.org/obo/GO_0007631	feeding behavior
http://purl.obolibrary.org/obo/GO_0014054	positive regulation of gamma-aminobutyric acid secretion	http://purl.obolibrary.org/obo/GO_0014051	gamma-aminobutyric acid secretion
http://purl.obolibrary.org/obo/GO_0014049	positive regulation of glutamate secretion	http://purl.obolibrary.org/obo/GO_0014047	glutamate secretion
http://purl.obolibrary.org/obo/GO_1903296	positive regulation of glutamate secretion, neurotransmission	http://purl.obolibrary.org/obo/GO_0061535	glutamate secretion, neurotransmission
http://purl.obolibrary.org/obo/GO_0046887	positive regulation of hormone secretion	http://purl.obolibrary.org/obo/GO_0046879	hormone secretion
http://purl.obolibrary.org/obo/GO_1904480	positive regulation of intestinal absorption	http://purl.obolibrary.org/obo/GO_0050892	intestinal absorption
http://purl.obolibrary.org/obo/GO_0043270	positive regulation of ion transport	http://purl.obolibrary.org/obo/GO_0006811	ion transport
http://purl.obolibrary.org/obo/GO_0050996	positive regulation of lipid catabolic process	http://purl.obolibrary.org/obo/GO_0016042	lipid catabolic process
http://purl.obolibrary.org/obo/GO_0045834	positive regulation of lipid metabolic process	http://purl.obolibrary.org/obo/GO_0006629	lipid metabolic process
http://purl.obolibrary.org/obo/GO_0010884	positive regulation of lipid storage	http://purl.obolibrary.org/obo/GO_0019915	lipid storage
http://purl.obolibrary.org/obo/GO_0040017	positive regulation of locomotion	http://purl.obolibrary.org/obo/GO_0040011	locomotion
http://purl.obolibrary.org/obo/GO_1902437	positive regulation of male mating behavior	http://purl.obolibrary.org/obo/GO_0060179	male mating behavior
http://purl.obolibrary.org/obo/GO_0009893	positive regulation of metabolic process	http://purl.obolibrary.org/obo/GO_0008152	metabolic process
http://purl.obolibrary.org/obo/GO_0043902	positive regulation of multi-organism process	http://purl.obolibrary.org/obo/GO_0051704	multi-organism process
http://purl.obolibrary.org/obo/GO_0051240	positive regulation of multicellular organismal process	http://purl.obolibrary.org/obo/GO_0032501	multicellular organismal process
