defined_class	defined_class_label	v0	v0_label	v1	v1_label	v2	v2_label
http://purl.obolibrary.org/obo/ENVO_03000031	iceberg calving process	http://purl.obolibrary.org/obo/BFO_0000015	process	http://purl.obolibrary.org/obo/ENVO_01000917	ice calving process	http://purl.obolibrary.org/obo/ENVO_00000298	marine iceberg
http://purl.obolibrary.org/obo/ENVO_03000031	iceberg calving process	http://purl.obolibrary.org/obo/ENVO_01000917	ice calving process	http://purl.obolibrary.org/obo/BFO_0000015	process	http://purl.obolibrary.org/obo/ENVO_00000298	marine iceberg
