defined_class	defined_class_label	v0	v0_label
http://purl.obolibrary.org/obo/CHEBI_35403	chromium coordination entity	http://purl.obolibrary.org/obo/CHEBI_33240	coordination entity
http://purl.obolibrary.org/obo/CHEBI_61310	chromium ion	http://purl.obolibrary.org/obo/CHEBI_24870	ion
http://purl.obolibrary.org/obo/CHEBI_23237	chromium molecular entity	http://purl.obolibrary.org/obo/CHEBI_23367	molecular entity
http://purl.obolibrary.org/obo/CHEBI_35402	chromium oxoanion	http://purl.obolibrary.org/obo/CHEBI_35406	oxoanion
