defined_class	defined_class_label	v0	v0_label
http://purl.obolibrary.org/obo/CHEBI_35479	alkali metal salt	http://purl.obolibrary.org/obo/CHEBI_22314	alkali metal atom
http://purl.obolibrary.org/obo/CHEBI_23114	chloride salt	http://purl.obolibrary.org/obo/CHEBI_17996	chloride
http://purl.obolibrary.org/obo/CHEBI_26714	sodium salt	http://purl.obolibrary.org/obo/CHEBI_26708	sodium atom
http://purl.obolibrary.org/obo/CHEBI_46819	urate salt	http://purl.obolibrary.org/obo/CHEBI_46818	urate anion
