defined_class	defined_class_label	v0	v0_label
http://purl.obolibrary.org/obo/CHEBI_37588	phosphonic acid derivative	http://purl.obolibrary.org/obo/CHEBI_44976	phosphonic acid
http://purl.obolibrary.org/obo/CHEBI_26079	phosphoric acid derivative	http://purl.obolibrary.org/obo/CHEBI_26078	phosphoric acid
http://purl.obolibrary.org/obo/CHEBI_36359	phosphorus oxoacid derivative	http://purl.obolibrary.org/obo/CHEBI_33457	phosphorus oxoacid
http://purl.obolibrary.org/obo/CHEBI_37784	sulfinic acid derivative	http://purl.obolibrary.org/obo/CHEBI_29213	sulfinic acid
http://purl.obolibrary.org/obo/CHEBI_33552	sulfonic acid derivative	http://purl.obolibrary.org/obo/CHEBI_29214	sulfonic acid
http://purl.obolibrary.org/obo/CHEBI_37826	sulfuric acid derivative	http://purl.obolibrary.org/obo/CHEBI_26836	sulfuric acid
