defined_class	defined_class_label	v0	v0_label
http://purl.obolibrary.org/obo/CHEBI_36130	cyclic terpene ketone	http://purl.obolibrary.org/obo/CHEBI_3992	cyclic ketone
http://purl.obolibrary.org/obo/CHEBI_61777	terpene glycoside	http://purl.obolibrary.org/obo/CHEBI_24400	glycoside
http://purl.obolibrary.org/obo/CHEBI_26872	terpene ketone	http://purl.obolibrary.org/obo/CHEBI_17087	ketone
http://purl.obolibrary.org/obo/CHEBI_37668	terpene lactone	http://purl.obolibrary.org/obo/CHEBI_25000	lactone
