defined_class	defined_class_label	v0	v0_label
http://purl.obolibrary.org/obo/CHEBI_36902	chalcogen hydride	http://purl.obolibrary.org/obo/CHEBI_33692	hydrides
http://purl.obolibrary.org/obo/CHEBI_33304	chalcogen molecular entity	http://purl.obolibrary.org/obo/CHEBI_23367	molecular entity
http://purl.obolibrary.org/obo/CHEBI_33484	chalcogen oxoacid	http://purl.obolibrary.org/obo/CHEBI_24833	oxoacid
http://purl.obolibrary.org/obo/CHEBI_33485	chalcogen oxoanion	http://purl.obolibrary.org/obo/CHEBI_35406	oxoanion
