defined_class	defined_class_label	v0	v0_label
http://purl.obolibrary.org/obo/CHEBI_35233	tungsten coordination entity	http://purl.obolibrary.org/obo/CHEBI_33240	coordination entity
http://purl.obolibrary.org/obo/CHEBI_33742	tungsten molecular entity	http://purl.obolibrary.org/obo/CHEBI_23367	molecular entity
http://purl.obolibrary.org/obo/CHEBI_36270	tungsten oxoanion	http://purl.obolibrary.org/obo/CHEBI_35406	oxoanion
